Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,2D boundary of,achieves_planned_objective,adjacent to,alternative term,antisymmetric property,bearer of,BFO CLIF specification label,BFO OWL specification label,bound_to,concretizes,contains process,Contributor,Coverage,Creator,curator note,Date,definition,definition source,denotes,derives from,derives into,Description,disposition of,editor note,editor preferred term~editor preferred label,elucidation,example of usage,expand assertion to,expand expression to,FGED alternative term,first order logic expression,Format,function of,has 2D boundary,has associated axiom(fol),has associated axiom(nl),has axiom label,has category label,has coordinate unit label,has curation status,has disposition,has disposition to bind,has function,has grain,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has measurement datum,has measurement unit label,has measurement value,has member,has obsolescence reason,has organization member,has part,has participant,has performer,has quality,has role,has specified numeric value,has specified value,has time stamp,has value specification,has x coordinate value,has y coordinate value,has z coordinate value,has_feature_value,has_specified_input,has_specified_output,has_supplier,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#minQualifiedCardinality,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/page,IEDB alternative term,immediately preceded by,immediately precedes,imported from,in branch,inheres in,is about,is allocated id range,is concretized as,is denotator type,is duration of,is grain of,is member of organization,is quality measured as,is quality measurement of,is quality specification of,is_manufactured_by,is_proxy_for,is_specified_input_of,is_specified_output_of,is_supported_by_data,ISA alternative term,label,Language,located in,location of,member of,mentions,NIAID GSCID-BRC alternative term,objective_achieved_by,OBO foundry unique label,obsolete_describes,obsolete_has_function,obsolete_has_quality,obsolete_has_role,obsolete_is_concretization_of,obsolete_is_concretized_as,obsolete_is_described_by,obsolete_is_realized_by,obsolete_materially denotes,obsolete_realizes,obsolete_represents,obsolete_results_from,obsolete_specifically denotes,obsoleted_has_specified_input_information,obsoleted_has_specified_output_information,obsoleted_is_device_for,obsoleted_is_reagent_in,obsoleted_is_specified_information_intput_of,obsoleted_is_specified_information_output_of,obsoleted_utilizes_device,obsoleted_utilizes_reagent,occurs in,ontology term requester,part of,participates in,preceded by,precedes,process is result of,provides_service_consumer_with,Publisher,quality is specified as,quality of,realized in,realizes,Relation,Resource Identifier,Resource Type,retired from use as of,Rights Management,role of,shorthand,Source,specifies value of,starts,Subject and Keywords,supplies,surrounded by,temporal interpretation,temporal relation,term editor,term replaced by,term tracker item,Title
http://purl.obolibrary.org/obo/OBI_0001890,email address of specimen collector,Specimen Collector's email,An email address of the person collecting the specimen,FALSE,,,http://purl.obolibrary.org/obo/IAO_0000429,,,,,,,,,,,,,,,,,An email address of the person collecting the specimen,NIAID GSCID-BRC metadata working group,,,,,,,email address of specimen collector,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,email address of specimen collector,,,,,,Specimen Collector's email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIAID GSCID-BRC,,,,,,,,"PERSON: Chris Stoeckert, Jie Zheng",,,
http://purl.obolibrary.org/obo/CHEBI_9754,tris,,A primary amino compound that is tert-butylamine in which one hydrogen attached to each methyl group is replaced by a hydroxy group. A compound widely used as a biological buffer substance in the pH range 7--9; pKa = 8.3 at 20 degreeC; pKa = 7.82 at 37 degreeC.,FALSE,,,http://purl.obolibrary.org/obo/CHEBI_23367,,,,,,,,,,,,,,,,,A primary amino compound that is tert-butylamine in which one hydrogen attached to each methyl group is replaced by a hydroxy group. A compound widely used as a biological buffer substance in the pH range 7--9; pKa = 8.3 at 20 degreeC; pKa = 7.82 at 37 degreeC.,,,,,,,,tris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHEBI:9754,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/chebi.owl,,,,,,,,,,,,,,,,,,,tris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/UBERON_0002116,ileum,,the portion of the small intestine that extends from the jejunum to the colon,FALSE,,,http://purl.obolibrary.org/obo/UBERON_0000465,,,,,,,,,,,,,,,,,the portion of the small intestine that extends from the jejunum to the colon,,,,,,,,ileum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBERON:0002116,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/uberon.owl,,,,,,,,,,,,,,,,,,,ileum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0400024,CyFlow SL,,"a flow_cytometer_analyser manufactured by Partec. Its specs are: ultracompact and fully equipped mobile/portable instrument, dimensions [cm]: L 43 x H 16 x D 37, highest stability/robustness and highest precision, 5 optical parameters: FSC, SSC, FL-1, FL-2, FL-3, 20mW@488nm blue solid state laser , other laser light sources optional (UV, violet, green, red), WindowsTM XP FloMax (software for real time data acquisition, data display, and data evaluation), parallel 16 bit digital pulse processing Compact mobile Flow Cytometer for any kind of cell analysis and absolute volumetric counting. The CyFlow_SL allows to analyze forward and side scatter signals in combination with up to 3 fluorescence channels.",FALSE,,,http://purl.obolibrary.org/obo/OBI_0400008,,,,,,,,,,,,,,,,,"a flow_cytometer_analyser manufactured by Partec. Its specs are: ultracompact and fully equipped mobile/portable instrument, dimensions [cm]: L 43 x H 16 x D 37, highest stability/robustness and highest precision, 5 optical parameters: FSC, SSC, FL-1, FL-2, FL-3, 20mW@488nm blue solid state laser , other laser light sources optional (UV, violet, green, red), WindowsTM XP FloMax (software for real time data acquisition, data display, and data evaluation), parallel 16 bit digital pulse processing Compact mobile Flow Cytometer for any kind of cell analysis and absolute volumetric counting. The CyFlow_SL allows to analyze forward and side scatter signals in combination with up to 3 fluorescence channels.",http://www.partec.de/products/cyflow.html,,,,,,,CyFlow SL,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CyFlow SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Quinn,,,
http://purl.obolibrary.org/obo/GO_0032604,granulocyte macrophage colony-stimulating factor production,,"The appearance of granulocyte macrophage colony-stimulating factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.",FALSE,,,http://purl.obolibrary.org/obo/GO_0001816,,,,,,,,,,,,,,,,,"The appearance of granulocyte macrophage colony-stimulating factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.",,,,,,,,granulocyte macrophage colony-stimulating factor production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0032604,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,granulocyte macrophage colony-stimulating factor production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0400060,ion laser,,An ion laser is a gas laser which uses an ionized gas as its lasing medium.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0400047,,,,,,,,,,,,,,,,,An ion laser is a gas laser which uses an ionized gas as its lasing medium.,http://en.wikipedia.org/wiki/Ion_laser|John Quinn,,,,,,,ion laser,,2 Watt Lexel 88 Argon Ion laser,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ion laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Schober,,,
http://purl.obolibrary.org/obo/OBI_0400071,MACS Quant,,"A MACS Quant is a flow_cytometer_analyser manufactured by Miltenyi. It uses digital electronics, and has three lasers of wavelengths 405 nm, 488 nm, and 635 nm. It has filters and detectors to collect 7 fluorescent parameters and 2 scatter parameters. The MACS Quant is an analyser usually used in research applications.",FALSE,,,http://purl.obolibrary.org/obo/OBI_0400008,,,,,,,,,,,,,,,,,"A MACS Quant is a flow_cytometer_analyser manufactured by Miltenyi. It uses digital electronics, and has three lasers of wavelengths 405 nm, 488 nm, and 635 nm. It has filters and detectors to collect 7 fluorescent parameters and 2 scatter parameters. The MACS Quant is an analyser usually used in research applications.",http://www.miltenyi.com,,,,,,,MACS Quant,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACS Quant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Quinn,,,
http://purl.obolibrary.org/obo/UO_0000003,time unit,,A unit which is a standard measure of the dimension in which events occur in sequence.,FALSE,,,http://purl.obolibrary.org/obo/IAO_0000003,,,,,,,,,,,,,,,,,A unit which is a standard measure of the dimension in which events occur in sequence.,,,,,,,,time unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UO:0000003,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/uo.owl,,,,,,,,,,,,,,,,,,,time unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0400013,band pass filter,,A band pass filter is an optical filter that passes wavelengths of light within a certain range and rejects (attenuates) frequencies outside that range. The passed wavelengths are indicated in the specifications of the filter and its name. A 480/20 band-pass filter pass light with at wavelengths of 460 to 500 nm and attenuates all others.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0400079,,,,,,,,,,,,,,,,,A band pass filter is an optical filter that passes wavelengths of light within a certain range and rejects (attenuates) frequencies outside that range. The passed wavelengths are indicated in the specifications of the filter and its name. A 480/20 band-pass filter pass light with at wavelengths of 460 to 500 nm and attenuates all others.,http://en.wikipedia.org/wiki/Band_pass_filter,,,,,,,band pass filter,,"530/30 BP filter, 585/42 BP filter",,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,band pass filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person:John Quinn,,,
http://purl.obolibrary.org/obo/OBI_0001035,Nuclease S1 structure mapping assay,single nucleotide resolution mapping assay using Nuclease S1,a single-nucleotide-resolution deoxyribonucleic acid structure mapping assay which uses DNAse 1 as reagent and enzymatic probe to generate data and information at nucleotide resolution scale contributing to the determination of nucleic acid secondary structure,FALSE,,,http://purl.obolibrary.org/obo/OBI_0001014,,http://purl.obolibrary.org/obo/OBI_0000441,,single nucleotide resolution mapping assay using Nuclease S1,,,,,,,,,,,,,a single-nucleotide-resolution deoxyribonucleic acid structure mapping assay which uses DNAse 1 as reagent and enzymatic probe to generate data and information at nucleotide resolution scale contributing to the determination of nucleic acid secondary structure,RNA ontology,,,,,,,Nuclease S1 structure mapping assay,,PMID:363143,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/CHEBI_33697,,,,OBI:0001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuclease S1 structure mapping assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person: Philippe Rocca-Serra,,,
http://purl.obolibrary.org/obo/OBI_0001046,bioreactor,,A device or system that supports a biologically active environment. ALAN SAYS NOT AN INSTRUMENT,FALSE,,,http://purl.obolibrary.org/obo/OBI_0002089,,,,,,,,,,,,,,,,,A device or system that supports a biologically active environment. ALAN SAYS NOT AN INSTRUMENT,http://en.wikipedia.org/wiki/Bioreactor,,,,,,,bioreactor,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,http://purl.obolibrary.org/obo/OBI_0000379|http://purl.obolibrary.org/obo/OBI_0000401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioreactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Erik Segerdell,,,
http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",,A T cell expressing an alpha-beta T cell receptor and the CD8 coreceptor.,FALSE,,,http://purl.obolibrary.org/obo/CL_0000789,,,,,,,,,,,,,,,,,A T cell expressing an alpha-beta T cell receptor and the CD8 coreceptor.,,,,,,,,"CD8-positive, alpha-beta T cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL:0000625,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/cl.owl,,,,,,,,,,,,,,,,,,,"CD8-positive, alpha-beta T cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_1110150,51 chromium assay measuring epitope specific T cell killing,cytotoxicity|51 chromium,A T cell epitope specific killing assay performed in vitro that uses a chromium release assay.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0002062,,,,,,,,,,,,,,,,,A T cell epitope specific killing assay performed in vitro that uses a chromium release assay.,IEDB,,,,,,,51 chromium assay measuring epitope specific T cell killing,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:1110150,,,,,,,,,,,,cytotoxicity|51 chromium,,,,,,,,,,,,,,,,,,,,,,51 chromium assay measuring epitope specific T cell killing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEDB,,,
http://purl.obolibrary.org/obo/IAO_0000181,Venn diagram,,"A Venn diagram is a report graph showing all hypothetically possible
logical relations between a finite collection of sets.",FALSE,,,http://purl.obolibrary.org/obo/IAO_0000038,,,,,,,,,,,,,,,,,"A Venn diagram is a report graph showing all hypothetically possible
logical relations between a finite collection of sets.",WEB: http://en.wikipedia.org/wiki/Venn_diagram,,,,,,,Venn diagram,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:0000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venn diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Chris Stoeckert|PERSON:Melanie Courtot|PERSON:James Malone,,,
